,news_id,title,Value 
81,431,Watch CNN's Dr. Sanjay Gupta get the Covid-19 vaccine,True
82,67,FDA advisors endorse Moderna's COVID-19 vaccine - Reuters.com,True
83,91,BRIEF-Health Canada Statement On U.K. Authorization Of Astrazeneca's COVID-19 Vaccine - Reuters,True
84,66,India embarks on one of the world's most ambitious vaccine rollouts,True
85,207,Britain Approves Homegrown Vaccine from AstraZeneca and Oxford,True
86,331,Watch CNN's Dr. Sanjay Gupta get the Covid-19 vaccine,True
87,73,Canada gives first doses of COVID-19 vaccine – Cowichan Valley Citizen - Cowichan Valley Citizen,True
88,196,Update on Nova Scotia's COVID-19 Immunization Plan - Government of Nova Scotia,True
89,290,China gives conditional approval for CNBG's COVID-19 vaccine - Reuters,True
90,101,There Should Be a Nobel Prize for Vaccine Logistics,True
91,58,"Moderna's COVID-19 vaccine shots leave warehouses, widening U.S. push to immunize - Reuters",True
92,184,France cranks up vaccine rollout to deliver shots faster - Reuters India,True
93,268,Pfizer and BioNTech to offer COVID vaccine to volunteers who got placebo - Reuters Africa,True
94,342,Canada Is Latest to Approve Covid-19 Vaccine—and U.S. Is Likely Next,True
95,64,How Delhi Airport Is Preparing For Covid-19 Vaccine Storage? Inside Vaccine Cold Chamber - India Today,True
96,233,Doctor's Office Stressed Trying To Administer COVID-19 Vaccine - CBSDFW,True
97,463,"CDC Reports 550,000 Americans Have Received First Dose of Covid-19 Vaccine",True
98,181,EU seeks up to 100 million more doses of Pfizer vaccine in new deal - sources - Reuters India,True
99,337,Late-night hosts react to Covid-19 vaccine distribution,True
100,417,What's Truly Terrifying About the Stumbling Covid-19 Vaccine Rollout,True
101,11,Nervous About Covid-19 Vaccines? Here's How Scientists Are Feeling,True
102,17,"As the US prepares to green light a second Covid-19 vaccine, officials issue warning for the holidays",True
103,118,Germany minister say enough vaccines ordered for all - Reuters,True
104,454,"Most Americans will likely get a Covid-19 vaccine, Kaiser Family Foundation survey finds",True
105,103,"When a freezer broke in a hospital, officials jumped to action to administer more than 800 vaccines in just about 2 hours",True
106,263,Nassau County ticket system for COVID-19 vaccine to begin Monday - WJXT News4JAX,True
107,96,"""Different efficacy data for Chinese COVID-19 vaccine ""real and valid""-media - Reuters""",True
108,124,Stemirna COVID-19 vaccine candidate obtains clinical trial approval in China - Reuters,True
109,140,How the EU filled its basket in COVID-19 shopping spree - Reuters India,True
110,260,AstraZeneca COVID-19 vaccine has 'winning formula' for efficacy: CEO - CTV News,True
111,280,Ireland could provide COVID-19 vaccine to everyone by August - Reuters India,True
112,482,Romney on Trump: People wondering 'What in the world has gotten into this man?',True
113,171,Indonesia Islamic council hopes for halal ruling before mass vaccination - Reuters,True
114,199,A COVID-19 shot for $150? Online scams surge as slow vaccine rollout frustrates - Reuters,True
115,413,Hackers backed by Russian government reportedly breached US government agencies,True
116,462,The Best and Worst of the World's Covid-19 Response,True
117,43,Congress to Receive Covid-19 Vaccine As Members Debate Sending Crumbs to Americans,True
118,237,Covid vaccine shortages: Could delaying a 2nd dose be the answer? | DW News - DW News,True
119,65,South African scientists seek to understand new variant,True
120,35,The Best and Worst of the World's Covid-19 Response,True
121,38,Senate votes to pass $900 billion Covid-19 relief package,True
122,24,Will pregnant women receive the Covid-19 vaccine? It depends,True
123,136,Peruvian minister raises 'controversy' over Pfizer vaccine liability clause - Reuters,True
124,459,Treasury Department Warns of Increase in Covid-19 Vaccine-Related Fraud and Cybercrime,True
125,350,Will pregnant women receive the Covid-19 vaccine? It depends,True
126,466,Senate votes to pass $900 billion Covid-19 relief package,True
127,165,UPDATE 1-Israel's health ministry authorizes use of Moderna's COVID-19 vaccine - Reuters UK,True
128,311,COVID-19 vaccine starts working within two weeks after first shot,True
129,429,"US sets Covid-19 case, hospitalization and death records ahead of key meeting for Moderna's vaccine",True
130,294,Factbox: India approves AstraZeneca/Oxford COVID-19 vaccine - Reuters India,True
131,52,See first Covid-19 vaccine given to a NY health care worker,True
132,53,Doctor learns she lost patient while on her way to get vaccine,True
133,221,BRIEF-WHO Says Pfizer/BioNTech COVID-19 Vaccine Today Became First Vaccine To Receive WHO Validation For Emergency Use - Tweet - Reuters UK,True
134,446,Finally!,True
135,36,"CDC Reports 550,000 Americans Have Received First Dose of Covid-19 Vaccine",True
136,55,Plan a Post-Pandemic Vacation in a Novelty Airbnb,True
137,115,UK scientists question COVID-19 vaccine dosing delay - Reuters UK,True
138,121,UK scientists question COVID-19 vaccine dosing delay - Reuters,True
139,132,Italy to enter capital of ReiThera to support COVID vaccine development - Reuters India,True
140,246,Turkey aims to produce Russia's Sputnik V vaccine domestically -minister - Reuters,True
141,80,BRIEF-WHO Says Pfizer/BioNTech COVID-19 Vaccine Today Became First Vaccine To Receive WHO Validation For Emergency Use - Tweet - Reuters,True
142,193,EU may soon approve extra doses from vials of Pfizer COVID-19 vaccine - source - Reuters India,True
143,358,The U.S. Just Secured Another 100 Million Doses of the Pfizer and BioNTech Covid-19 Vaccine,True
144,390,U.S. May Stretch Out Covid-19 Vaccine Supply With Half-Doses,True
145,436,Here's what we know about Pfizer's vaccine,True
146,471,Latest on worldwide spread of the coronavirus - Reuters India,True
147,26,Apple Wallet Receipt Could Serve As First Proof Of An Individual's Vaccination Status,True
148,203,What's Truly Terrifying About the Stumbling Covid-19 Vaccine Rollout,True
149,241,EU rolls out first doses of COVID-19 vaccine - Newstalk 1010 (iHeartRadio),True
150,277,'So pleased' - Britain gives first dose of Oxford/AstraZeneca vaccine to dialysis patient - Reuters India,True
151,382,Romney on Trump: People wondering 'What in the world has gotten into this man?',True
152,113,"Mexico approves AstraZeneca COVID-19 vaccine, minister says - Reuters",True
153,161,Factbox-Vaccine dosing intervals: What countries are doing around the world - Reuters,True
154,485,Dr. Fauci explains when kids will get vaccinated,True
155,37,"Covid-19 vaccine rollout was a moment of hope in pandemic's 'darkest days,' expert says. But the dark days aren't over",True
156,129,China's CNBG has supplied 3 million COVID-19 vaccine doses to UAE - Reuters India,True
157,23,How the vaccine gets from the lab to your arm,True
158,105,FDA Shoots Down Plan to Extend Vaccine Supply With Alternate Dosing,True
159,119,Thailand orders a further 35 million doses of AstraZeneca vaccine - Reuters,True
160,432,Sinovac: What do we know about China's Covid-19 vaccine?,True
161,33,Pfizer CEO explains why he hasn't received a vaccine yet,True
162,288,Britain approves AstraZeneca/Oxford COVID-19 vaccine - Reuters India,True
163,291,Cyprus starts rollout of COVID-19 vaccine - Reuters India,True
164,490,U.S. May Stretch Out Covid-19 Vaccine Supply With Half-Doses,True
165,381,These containers used to ship fresh tuna. Now they'll deliver Covid-19 vaccines,True
166,130,European drugs authority tries again for Moderna COVID-19 vaccine approval - Reuters India,True
167,222,"When a freezer broke in a hospital, officials jumped to action to administer more than 800 vaccines in just about 2 hours",True
168,247,Belarus begins administering Russian COVID-19 vaccine - Reuters India,True
169,289,Instant View: UK approves AstraZeneca/Oxford COVID-19 vaccine - Reuters,True
170,349,"Headache, Fatigue, and Other Not-So-Scary Side Effects of Pfizer's Covid-19 Vaccine",True
171,394,‘Saturday Night Live’ Sends Up Fauci and Covid-19 Vaccine Rollout,True
172,145,AstraZeneca applies for emergency use for vaccine in Philippines - Reuters,True
173,395,Live Video: Watch a Man With Blood on His Hands Get Vaccinated For Covid-19,True
174,408,The FDA's Green Light for a Vaccine Might Tank Ongoing Trials,True
175,15,Watch CNN's Dr. Sanjay Gupta get the Covid-19 vaccine,True
176,45,What It Was Like to Participate in a Covid-19 Vaccine Trial,True
177,211,Treasury Department Warns of Increase in Covid-19 Vaccine-Related Fraud and Cybercrime,True
178,386,Airbnb starts non-profit for those who need a place to stay during a crisis,True
179,484,Doctor learns she lost patient while on her way to get vaccine,True
180,32,Treasury Department Warns of Increase in Covid-19 Vaccine-Related Fraud and Cybercrime,True
181,469,President Trump Backpedals on Plan to Give White House Staffers Priority For Covid-19 Vaccine,True
182,242,Oxford-AstraZeneca Covid vaccine set to become first to get approval in India - The Tribune India,True
183,21,"After the Vaccine: Sore Arm, Yes. Headache, Maybe. Regrets, No.",True
184,267,More COVID-19 vaccines in the pipeline as US effort ramps up - The Associated Press,True
185,405,Hackers Illegally Accessed Pfizer's Preliminary Vaccine Data,True
186,443,"After the Vaccine: Sore Arm, Yes. Headache, Maybe. Regrets, No.",True
187,2,What We Know About Allergic Reactions to the COVID Vaccines,True
188,297,Remote BC First Nations to begin getting Moderna's COVID-19 vaccine this week - Burns Lake Lakes District News,True
189,138,Alberta health officials address COVID-19 vaccine waste ‘misinformation’ as 843 new cases identified - Global News,True
190,492,Emergency U.S. authorization for AstraZeneca COVID-19 vaccine likely in April - Reuters India,True
191,162,WHO recommends two doses of Pfizer COVID-19 vaccine within 21-28 days - Reuters,True
192,191,EU may soon authorise extra doses from vials of Pfizer COVID-19 vaccine -source - Reuters India,True
193,256,"First doses of Moderna COVID-19 vaccine arrive in Yukon, N.W.T. - CBC.ca",True
194,16,Biden says Trump should get some credit,True
195,34,Rupert Murdoch gets vaccine as Fox News pushes misinformation,True
196,97,Real thing or placebo? My COVID-19 vaccine odyssey continues - Reuters India,True
197,108,Pizza-sized boxes and paying a premium: Israel's COVID-19 vaccine rollout - Reuters,True
198,131,UPDATE 1-European Commission gives final approval to Moderna vaccine - Reuters,True
199,383,See first Covid-19 vaccine given to a NY health care worker,True
200,473,Congress to Receive Covid-19 Vaccine As Members Debate Sending Crumbs to Americans,True
201,146,"UK's 'Herculean' vaccine target can be achieved, minister says - Reuters",True
202,348,Report: Trump Admin Turned Down Chance to Buy 100 Million More Doses of Pfizer's Covid-19 Vaccine,True
203,424,How Joe Biden Plans to Tackle COVID in His First 100 Days,True
204,476,What It Was Like to Participate in a Covid-19 Vaccine Trial,True
205,40,President Trump Backpedals on Plan to Give White House Staffers Priority For Covid-19 Vaccine,True
206,41,Why a Covid-19 vaccine doesn't mean that you can stop wearing a mask,True
207,74,New York City Kicks Off Covid-19 Vaccine Drive - The Wall Street Journal,True
208,313,Hackers backed by Russian government reportedly breached US government agencies,True
209,444,Britain Approves Homegrown Vaccine from AstraZeneca and Oxford,True
210,238,Health workers disappointed over PSG's early COVID-19 vaccination - ANC 24/7,True
211,275,Oxford-AstraZeneca vaccine can be up to 80% effective with a delay between doses - UK official - Reuters,True
212,435,"As the US prepares to green light a second Covid-19 vaccine, officials issue warning for the holidays",True
213,487,Governor: One thing this vaccine will not solve or cure is selfishness,True
214,201,There Should Be a Nobel Prize for Vaccine Logistics,True
215,415,Australia Scraps Homegrown Covid-19 Vaccine After Trial Participants Get 'False Positive' Test Results For HIV,True
216,450,Will pregnant women receive the Covid-19 vaccine? It depends,True
217,8,Facebook adds new notifications for COVID-19 misinformation,True
218,86,Mexican doctor hospitalized after receiving COVID-19 vaccine - Yahoo News,True
219,122,"Vaccine doses are languishing in provincial freezers, with more coming in January - National Post",True
220,287,Turkey receives first shipment of Sinovac's COVID-19 vaccine - Reuters,True
221,309,Uber wants drivers and delivery workers to get priority access to COVID-19 vaccine,True
222,49,Health care worker who had reaction to Moderna vaccine has history of allergies,True
223,243,"If you want to travel next year, you may need a vaccine passport",True
224,160,How Eight Covid-19 Vaccines Work - The New York Times,True
225,204,Covid-19: China approves Sinopharm vaccine for general use,True
226,248,Mexican doctor hospitalized after receiving COVID-19 vaccine - Reuters India,True
227,376,What It Was Like to Participate in a Covid-19 Vaccine Trial,True
228,402,What We Know About Allergic Reactions to the COVID Vaccines,True
229,29,Kamala Harris gets her first dose of the Covid-19 vaccine,True
230,104,Viral 5G Conspiracy Diagram Actually Shows How to Build Your Own Guitar Pedal,True
231,176,UK Stocks-Factors to watch on Jan 5 - Reuters UK,True
232,236,Nurse tests positive for COVID-19 after receiving Pfizer vaccine: report - ARY NEWS,True
233,307,There Should Be a Nobel Prize for Vaccine Logistics,True
234,412,FDA Authorizes Moderna Covid-19 Vaccine for Emergency Use,True
235,442,Canada Is Latest to Approve Covid-19 Vaccine—and U.S. Is Likely Next,True
236,240,Manitoba government expands COVID-19 vaccination eligibility - Global News,True
237,154,Australia to bring forward COVID-19 vaccine rollout plans - Reuters UK,True
238,302,What We Know About Allergic Reactions to the COVID Vaccines,True
239,472,A Faulty Algorithm Screwed Residents Out of Stanford's Vaccine Distribution Plan,True
240,59,Emergency use approval for AstraZeneca COVID-19 vaccine likely in April: Slaoui - Reuters India,True
241,316,Facebook adds new notifications for COVID-19 misinformation,True
242,320,FDA panel recommends approving Pfizer’s COVID-19 vaccine emergency use authorization,True
243,332,Sinovac: What do we know about China's Covid-19 vaccine?,True
244,286,Cyprus starts rollout of COVID-19 vaccine - Reuters India,True
245,308,The FDA's Green Light for a Vaccine Might Tank Ongoing Trials,True
246,448,Report: Trump Admin Turned Down Chance to Buy 100 Million More Doses of Pfizer's Covid-19 Vaccine,True
247,456,Kamala Harris gets her first dose of the Covid-19 vaccine,True
248,98,European regulator to approve COVID-19 vaccine on Dec. 23 - Bild - Reuters,True
249,273,Piecemeal data releases threaten to undermine Sinovac's COVID-19 vaccine - Reuters India,True
250,440,What to Do If You're Exposed to COVID-19,True
251,152,WHO recommends two doses of Pfizer COVID-19 vaccine within 21-28 days - Reuters India,True
252,19,Coronavirus Briefing: What Happened Today,True
253,202,FDA tells US health providers not to modify COVID-19 vaccine dose schedule,True
254,214,Emergency use approval for AstraZeneca COVID-19 vaccine likely in April: Slaoui - Reuters India,True
255,231,'Believe in science': EU kicks off COVID-19 vaccine campaign - Coast Reporter,True
256,322,Track COVID Vaccinations With These Websites,True
257,460,Pfizer CEO explains why he hasn't received a vaccine yet,True
258,95,Emergency use approval for AstraZeneca COVID-19 vaccine likely in April: Slaoui - Reuters,True
259,305,Hackers Illegally Accessed Pfizer's Preliminary Vaccine Data,True
260,378,"Yes, a Covid-19 vaccine has arrived. But here's what NOT to do",True
261,28,3 surprising drugs being repurposed to fight COVID-19,True
262,399,How Delhi Airport Is Preparing For Covid-19 Vaccine Storage? Inside Vaccine Cold Chamber - India Today,True
263,10,Covid-19: China approves Sinopharm vaccine for general use,True
264,279,Piecemeal data releases threaten to undermine Sinovac's COVID-19 vaccine - Reuters UK,True
265,5,FDA tells US health providers not to modify COVID-19 vaccine dose schedule,True
266,149,Doctors call for governments to speed up COVID-19 immunizations - The Globe and Mail,True
267,400,Answering the Most Common COVID-19 Vaccine Questions - News4JAX,True
268,494,‘Saturday Night Live’ Sends Up Fauci and Covid-19 Vaccine Rollout,True
269,178,France cranks up COVID-19 vaccine rollout to deliver shots faster - Reuters UK,True
270,353,Apple Wallet Receipt Could Serve As First Proof Of An Individual's Vaccination Status,True
271,426,Two Allergic Reactions to Covid-19 Vaccine on Tuesday Prompt New Warning in UK,True
272,433,Biden says Trump should get some credit,True
273,227,Emergency US authorization for AstraZeneca COVID-19 vaccine likely in April - Reuters UK,True
274,282,'So pleased' - Britain gives first dose of Oxford/AstraZeneca vaccine to dialysis patient - Reuters India,True
275,333,Biden says Trump should get some credit,True
276,379,Smerconish on pandemic: Turning a corner or miles from nowhere?,True
277,438,See the TikTok team that's tackling Covid-19 vaccine misinformation,True
278,93,BRIEF-Sinovac's COVID-19 Vaccine Shown To Be Effective In Brazil Trials - WSJ - Reuters,True
279,75,COVID-19: Is one vaccine better than another? - CBC News: The National,True
280,230,UPDATE 1-FTSE 100 edges higher after UK approves AstraZeneca's COVID-19 vaccine - Reuters,True
281,99,"Moderna, McKesson and US Army general ready to roll out new COVID-19 vaccine - Reuters UK",True
282,133,Italy to enter capital of ReiThera to support COVID vaccine development - Reuters India,True
283,407,There Should Be a Nobel Prize for Vaccine Logistics,True
284,223,Mexican doctor hospitalized after receiving COVID-19 vaccine - Yahoo News,True
285,62,What we know about Moderna's coronavirus vaccine and how it differs from Pfizer's,True
286,137,BRIEF-FDA Statement On Following The Authorized Dosing Schedules For COVID-19 Vaccines - Reuters UK,True
287,306,COVID-19 vaccine monitoring program may be at risk of false reports,True
288,321,"Pfizer's Covid-19 Vaccine Wins Crucial Vote, Now One Step Away From FDA Authorization",True
289,179,Israel's health ministry authorizes use of Moderna's COVID-19 vaccine - Reuters India,True
290,244,GOP governor: Trump should've weighed in months ago,True
291,339,Coronavirus Briefing: What Happened Today,True
292,106,Global Vaccination Efforts Roll Out Slower Than Promised,True
293,217,South African scientists seek to understand new variant,True
294,271,Factbox-How AstraZeneca-Oxford developed Britain's homegrown COVID-19 vaccine - Reuters UK,True
295,257,Belarus begins administering Russian COVID-19 vaccine - Reuters,True
296,109,BRIEF-EMA Recommends Moderna's COVID-19 Vaccine For Authorisation In EU - Reuters,True
297,264,Viral 5G Conspiracy Diagram Actually Shows How to Build Your Own Guitar Pedal,True
298,296,Slovakia starts vaccinating people against Covid-19 - INQUIRER.net,True
299,388,Plan a Post-Pandemic Vacation in a Novelty Airbnb,True
300,71,"Opinion: When Black people are wary of vaccine, it's important to listen and understand why",True
301,102,FDA tells US health providers not to modify COVID-19 vaccine dose schedule,True
302,363,"CDC Reports 550,000 Americans Have Received First Dose of Covid-19 Vaccine",True
303,416,Facebook adds new notifications for COVID-19 misinformation,True
304,70,Biden receives COVID-19 vaccine at Delaware hospital - Reuters UK,True
305,293,Britain first to approve AstraZeneca/Oxford COVID-19 vaccine - Reuters,True
306,107,Stemirna COVID-19 vaccine candidate obtains clinical trial approval in China - Reuters India,True
307,112,"Mexico approves AstraZeneca COVID-19 vaccine, minister says - Reuters India",True
308,168,Explainer-How safe is it to switch and space COVID-19 vaccine doses? - Reuters UK,True
309,262,Where are we in the global COVID-19 vaccine race? - CTV News,True
310,300,Alaska still deciding when groups will get COVID-19 vaccine - Bowen Island Undercurrent,True
311,175,UK Stocks-Factors to watch on Jan 5 - Reuters UK,True
312,310,FDA tells US health providers not to modify COVID-19 vaccine dose schedule,True
313,324,How Joe Biden Plans to Tackle COVID in His First 100 Days,True
314,380,Health care worker who had reaction to Moderna vaccine has history of allergies,True
315,495,Live Video: Watch a Man With Blood on His Hands Get Vaccinated For Covid-19,True
316,31,The U.S. Just Secured Another 100 Million Doses of the Pfizer and BioNTech Covid-19 Vaccine,True
317,328,We're Probably Days Away From a COVID Vaccine,True
318,480,Health care worker who had reaction to Moderna vaccine has history of allergies,True
319,68,UPDATE 1-Argentina approves Russia's Sputnik COVID-19 vaccine - Reuters,True
320,195,"'Premature' to change authorized COVID-19 vaccines dosing, schedules, FDA says - Reuters India",True
321,278,One dose of AstraZeneca vaccine should be 70% effective after 21 days - UK medical adviser - Reuters UK,True
322,164,"BRIEF-U.S. CDC Says 3,260,775 Doses Of Covid-19 Vaccine Distributed In Long-Term Care Homes As Of Jan 5 Versus 2,533,925 Doses Distributed As Of Jan 4 - Reuters",True
323,183,European drugs authority tries again for Moderna COVID-19 vaccine approval - Reuters,True
324,464,Google adds authoritative info on COVID-19 vaccines in search results,True
325,467,Australian Covid-19 vaccine trials ended after test subjects return 'false positive' HIV results,True
326,139,Timeline: How the EU filled its basket in COVID-19 shopping spree - Reuters India,True
327,301,Twitter will start removing COVID-19 vaccine misinformation next week,True
328,367,Australian Covid-19 vaccine trials ended after test subjects return 'false positive' HIV results,True
329,403,Twitter says it will start removing COVID-19 vaccine misinformation,True
330,235,"Approval of Oxford/AstraZeneca COVID shot could help relax COVID restrictions, minister says - Reuters",True
331,253,Argentine regulator approves AstraZeneca/Oxford COVID-19 vaccine -AstraZeneca - Reuters,True
332,364,Google adds authoritative info on COVID-19 vaccines in search results,True
333,419,Covid-19: China approves Sinopharm vaccine for general use,True
334,220,BRIEF-WHO Says Pfizer/BioNTech COVID-19 Vaccine Today Became First Vaccine To Receive WHO Validation For Emergency Use - Tweet - Reuters,True
335,92,BRIEF-Pfizer And Biontech Receive Conditional Marketing Authorization By Swissmedic For COVID-19 Vaccine - Reuters,True
336,226,BRIEF-Health Canada Statement On U.K. Authorization Of Astrazeneca's COVID-19 Vaccine - Reuters,True
337,356,Kamala Harris gets her first dose of the Covid-19 vaccine,True
338,478,"Yes, a Covid-19 vaccine has arrived. But here's what NOT to do",True
339,117,Australia to bring forward COVID-19 vaccine rollout plans - Reuters,True
340,157,Moderna vaccine expected to work against British variant -Dutch drugs authority - Reuters India,True
341,299,S'pore begins Covid-19 vaccination exercise | THE BIG STORY - The Straits Times,True
342,368,Covid-19: White House officials to receive some of first Pfizer vaccines,True
343,88,Cathay Pacific expands cold storage as COVID-19 vaccine roll-out begins - Reuters,True
344,259,EU nations eagerly kick off mass COVID-19 vaccinations - Medicine Hat News,True
345,393,Emergency use approval for AstraZeneca COVID-19 vaccine likely in April: Slaoui - Reuters India,True
346,46,Florida nursing home and assisted care residents start getting vaccinated against Covid-19,True
347,56,Tennessee governor: 'One thing this vaccine will not solve or cure is selfishness',True
348,82,Vaccine is a source of hope for health care workers. But it comes too late for some,True
349,319,Covid-19: China approves Sinopharm vaccine for general use,True
350,427,Fauci says he's confident in the vaccine. Here's why,True
351,189,EU exec OK for Moderna vaccine to come shortly -EU health chief - Reuters,True
352,155,Dutch play catch-up in Europe's patchy COVID-19 vaccine drive - Reuters,True
353,370,Why a Covid-19 vaccine doesn't mean that you can stop wearing a mask,True
354,9,What's Truly Terrifying About the Stumbling Covid-19 Vaccine Rollout,True
355,158,CVS Health to administer first dose of COVID-19 vaccine at U.S. nursing homes by Jan 25 - Reuters,True
356,78,A look at what provinces and territories have said about COVID-19 vaccine plans - Coast Reporter,True
